id_observation,nome,cod_misura,cod_anno,cod_aggr,valore
384,EU27_2020_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.3
385,FI_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-6.6
386,FR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.4
387,HR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.0
388,HU_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.0
389,IE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.1
390,IS_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.3
391,IT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.4
392,LT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.5
393,LU_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.1
394,LV_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.1
395,ME_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.7
396,MK_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,2.2
397,MT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.0
398,NL_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-5.1
399,NO_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.8
400,PL_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.7
401,PT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.2
402,RO_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,0.3
403,RS_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.2
404,SE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-4.3
405,SI_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-5.3
406,SK_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.3
407,TR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,2.2
408,AT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.5
409,BA_UEMP_PT_Y20-64_A_PC_PNT,4,,1,
410,BE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.4
411,BG_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.0
412,CH_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-7.7
413,CY_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.4
414,CZ_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.7
415,DE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.5
416,DK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.8
417,EA20_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-4.2
418,EE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.7
419,EL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.3
420,ES_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-7.0
421,EU27_2020_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.5
422,FI_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.4
423,FR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-7.3
424,HR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.5
425,HU_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.6
426,IE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.9
427,IS_UEMP_PT_Y20-64_A_PC_PNT,4,,1,
428,IT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.2
429,LT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.8
430,LU_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.0
431,LV_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.7
432,ME_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.6
433,MK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.6
434,MT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.8
435,NL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.5
436,NO_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-4.4
437,PL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.3
438,PT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.2
439,RO_UEMP_PT_Y20-64_A_PC_PNT,4,,1,1.2
440,RS_UEMP_PT_Y20-64_A_PC_PNT,4,,1,1.1
441,SE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-4.4
442,SI_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.8
443,SK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.0
444,TR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.9
445,AT_EMP_Y20-64_A_PC_PNT,1,,1,9.7
446,BA_EMP_Y20-64_A_PC_PNT,1,,1,
447,BE_EMP_Y20-64_A_PC_PNT,1,,1,11.0
448,BG_EMP_Y20-64_A_PC_PNT,1,,1,5.2
449,CH_EMP_Y20-64_A_PC_PNT,1,,1,11.4
450,CY_EMP_Y20-64_A_PC_PNT,1,,1,11.3
451,CZ_EMP_Y20-64_A_PC_PNT,1,,1,17.7
452,DE_EMP_Y20-64_A_PC_PNT,1,,1,10.3
453,DK_EMP_Y20-64_A_PC_PNT,1,,1,6.4
454,EA20_EMP_Y20-64_A_PC_PNT,1,,1,11.6
455,EE_EMP_Y20-64_A_PC_PNT,1,,1,4.1
456,EL_EMP_Y20-64_A_PC_PNT,1,,1,20.1
457,ES_EMP_Y20-64_A_PC_PNT,1,,1,10.0
458,EU27_2020_EMP_Y20-64_A_PC_PNT,1,,1,11.8
459,FI_EMP_Y20-64_A_PC_PNT,1,,1,3.3
460,FR_EMP_Y20-64_A_PC_PNT,1,,1,7.6
461,HR_EMP_Y20-64_A_PC_PNT,1,,1,11.0
462,HU_EMP_Y20-64_A_PC_PNT,1,,1,6.9
463,IE_EMP_Y20-64_A_PC_PNT,1,,1,8.6
464,IS_EMP_Y20-64_A_PC_PNT,1,,1,5.3
465,IT_EMP_Y20-64_A_PC_PNT,1,,1,20.5
466,LT_EMP_Y20-64_A_PC_PNT,1,,1,1.2
467,LU_EMP_Y20-64_A_PC_PNT,1,,1,14.4
468,LV_EMP_Y20-64_A_PC_PNT,1,,1,3.6
469,ME_EMP_Y20-64_A_PC_PNT,1,,1,11.7
470,MK_EMP_Y20-64_A_PC_PNT,1,,1,18.8
471,MT_EMP_Y20-64_A_PC_PNT,1,,1,31.4
472,NL_EMP_Y20-64_A_PC_PNT,1,,1,10.8
473,NO_EMP_Y20-64_A_PC_PNT,1,,1,3.6
474,PL_EMP_Y20-64_A_PC_PNT,1,,1,13.5
475,PT_EMP_Y20-64_A_PC_PNT,1,,1,6.7
476,RO_EMP_Y20-64_A_PC_PNT,1,,1,17.2
477,RS_EMP_Y20-64_A_PC_PNT,1,,1,17.4
478,SE_EMP_Y20-64_A_PC_PNT,1,,1,5.3
479,SI_EMP_Y20-64_A_PC_PNT,1,,1,6.9
480,SK_EMP_Y20-64_A_PC_PNT,1,,1,10.9
481,TR_EMP_Y20-64_A_PC_PNT,1,,1,44.1
482,AT_EMP_PT_Y20-64_A_PC_PNT,2,,1,-38.1
483,BA_EMP_PT_Y20-64_A_PC_PNT,2,,1,
484,BE_EMP_PT_Y20-64_A_PC_PNT,2,,1,-33.3
485,BG_EMP_PT_Y20-64_A_PC_PNT,2,,1,-0.2
486,CH_EMP_PT_Y20-64_A_PC_PNT,2,,1,-49.3
487,CY_EMP_PT_Y20-64_A_PC_PNT,2,,1,-6.5
488,CZ_EMP_PT_Y20-64_A_PC_PNT,2,,1,-6.4
489,DE_EMP_PT_Y20-64_A_PC_PNT,2,,1,-36.8
490,DK_EMP_PT_Y20-64_A_PC_PNT,2,,1,-21.1
491,EA20_EMP_PT_Y20-64_A_PC_PNT,2,,1,-26.5
492,EE_EMP_PT_Y20-64_A_PC_PNT,2,,1,-7.9
493,EL_EMP_PT_Y20-64_A_PC_PNT,2,,1,-7.7
494,ES_EMP_PT_Y20-64_A_PC_PNT,2,,1,-17.4
495,EU27_2020_EMP_PT_Y20-64_A_PC_PNT,2,,1,-22.3
496,FI_EMP_PT_Y20-64_A_PC_PNT,2,,1,-10.5
497,FR_EMP_PT_Y20-64_A_PC_PNT,2,,1,-24.8
498,HR_EMP_PT_Y20-64_A_PC_PNT,2,,1,-2.2
499,HU_EMP_PT_Y20-64_A_PC_PNT,2,,1,-4.4
500,IE_EMP_PT_Y20-64_A_PC_PNT,2,,1,-20.8
501,IS_EMP_PT_Y20-64_A_PC_PNT,2,,1,-19.4
502,IT_EMP_PT_Y20-64_A_PC_PNT,2,,1,-23.6
503,LT_EMP_PT_Y20-64_A_PC_PNT,2,,1,-3.7
504,LU_EMP_PT_Y20-64_A_PC_PNT,2,,1,-31.4
505,LV_EMP_PT_Y20-64_A_PC_PNT,2,,1,-3.5
506,ME_EMP_PT_Y20-64_A_PC_PNT,2,,1,-0.6
507,MK_EMP_PT_Y20-64_A_PC_PNT,2,,1,-1.3
508,MT_EMP_PT_Y20-64_A_PC_PNT,2,,1,-19.7
509,NL_EMP_PT_Y20-64_A_PC_PNT,2,,1,-49.7
510,NO_EMP_PT_Y20-64_A_PC_PNT,2,,1,-25.7
511,PL_EMP_PT_Y20-64_A_PC_PNT,2,,1,-6.2
512,PT_EMP_PT_Y20-64_A_PC_PNT,2,,1,-5.9
513,RO_EMP_PT_Y20-64_A_PC_PNT,2,,1,0.8
514,RS_EMP_PT_Y20-64_A_PC_PNT,2,,1,-1.0
515,SE_EMP_PT_Y20-64_A_PC_PNT,2,,1,-25.7
516,SI_EMP_PT_Y20-64_A_PC_PNT,2,,1,-6.3
517,SK_EMP_PT_Y20-64_A_PC_PNT,2,,1,-2.0
518,TR_EMP_PT_Y20-64_A_PC_PNT,2,,1,-17.7
519,AT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.8
520,BA_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,
521,BE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.7
522,BG_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,0.4
523,CH_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.6
524,CY_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-11.6
525,CZ_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.1
526,DE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.9
527,DK_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.5
528,EA20_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.5
529,EE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.7
530,EL_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.0
531,ES_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-4.4
532,EU27_2020_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.1
533,FI_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-6.5
534,FR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.5
535,HR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.5
536,HU_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.7
537,IE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.9
538,IS_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.0
539,IT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-3.1
540,LT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.1
541,LU_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.1
542,LV_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.9
543,ME_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.8
544,MK_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.2
545,MT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-2.1
546,NL_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-5.0
547,NO_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-4.5
548,PL_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.9
549,PT_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-1.4
550,RO_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,0.5
551,RS_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,1.4
552,SE_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-4.2
553,SI_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-4.8
554,SK_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,-0.4
555,TR_EMP_TEMP_Y20-64_A_PC_PNT,3,,1,2.5
556,AT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.7
557,BA_UEMP_PT_Y20-64_A_PC_PNT,4,,1,
558,BE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.4
559,BG_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.0
560,CH_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-7.6
561,CY_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.9
562,CZ_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.7
563,DE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.2
564,DK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.0
565,EA20_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-4.4
566,EE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.9
567,EL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.8
568,ES_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-8.1
569,EU27_2020_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.7
570,FI_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.4
571,FR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-7.2
572,HR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.1
573,HU_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.2
574,IE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.8
575,IS_UEMP_PT_Y20-64_A_PC_PNT,4,,1,
576,IT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.7
577,LT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.0
578,LU_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.4
579,LV_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.0
580,ME_UEMP_PT_Y20-64_A_PC_PNT,4,,1,
581,MK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.9
582,MT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-2.4
583,NL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.5
584,NO_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.8
585,PL_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-1.6
586,PT_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-3.2
587,RO_UEMP_PT_Y20-64_A_PC_PNT,4,,1,1.0
588,RS_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.8
589,SE_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-4.0
590,SI_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.8
591,SK_UEMP_PT_Y20-64_A_PC_PNT,4,,1,0.0
592,TR_UEMP_PT_Y20-64_A_PC_PNT,4,,1,-0.6
593,AT_EMP_Y20-64_A_PC_PNT,1,2.0,1,9.1
594,BA_EMP_Y20-64_A_PC_PNT,1,2.0,1,
595,BE_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.2
596,BG_EMP_Y20-64_A_PC_PNT,1,2.0,1,5.4
597,CH_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.9
598,CY_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.4
599,CZ_EMP_Y20-64_A_PC_PNT,1,2.0,1,17.2
600,DE_EMP_Y20-64_A_PC_PNT,1,2.0,1,9.5
601,DK_EMP_Y20-64_A_PC_PNT,1,2.0,1,6.3
602,EA20_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.8
603,EE_EMP_Y20-64_A_PC_PNT,1,2.0,1,5.2
604,EL_EMP_Y20-64_A_PC_PNT,1,2.0,1,19.5
605,ES_EMP_Y20-64_A_PC_PNT,1,2.0,1,9.6
606,EU27_2020_EMP_Y20-64_A_PC_PNT,1,2.0,1,11.2
607,FI_EMP_Y20-64_A_PC_PNT,1,2.0,1,2.9
608,FR_EMP_Y20-64_A_PC_PNT,1,2.0,1,6.9
609,HR_EMP_Y20-64_A_PC_PNT,1,2.0,1,8.8
610,HU_EMP_Y20-64_A_PC_PNT,1,2.0,1,8.1
611,IE_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.6
612,IS_EMP_Y20-64_A_PC_PNT,1,2.0,1,6.5
613,IT_EMP_Y20-64_A_PC_PNT,1,2.0,1,19.2
614,LT_EMP_Y20-64_A_PC_PNT,1,2.0,1,2.6
615,LU_EMP_Y20-64_A_PC_PNT,1,2.0,1,14.1
616,LV_EMP_Y20-64_A_PC_PNT,1,2.0,1,4.2
617,ME_EMP_Y20-64_A_PC_PNT,1,2.0,1,10.6
618,MK_EMP_Y20-64_A_PC_PNT,1,2.0,1,19.0
619,MT_EMP_Y20-64_A_PC_PNT,1,2.0,1,28.6
620,NL_EMP_Y20-64_A_PC_PNT,1,2.0,1,9.9
621,NO_EMP_Y20-64_A_PC_PNT,1,2.0,1,3.5
622,PL_EMP_Y20-64_A_PC_PNT,1,2.0,1,13.7
623,PT_EMP_Y20-64_A_PC_PNT,1,2.0,1,6.1
624,RO_EMP_Y20-64_A_PC_PNT,1,2.0,1,17.2
625,RS_EMP_Y20-64_A_PC_PNT,1,2.0,1,17.2
626,SE_EMP_Y20-64_A_PC_PNT,1,2.0,1,5.3
627,SI_EMP_Y20-64_A_PC_PNT,1,2.0,1,8.0
628,SK_EMP_Y20-64_A_PC_PNT,1,2.0,1,9.8
629,TR_EMP_Y20-64_A_PC_PNT,1,2.0,1,43.5
630,AT_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-37.4
631,BA_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,
632,BE_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-32.6
633,BG_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-0.6
634,CH_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-48.8
635,CY_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-7.1
636,CZ_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-7.6
637,DE_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-38.0
638,DK_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-20.7
639,EA20_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-26.8
640,EE_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-6.7
641,EL_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-7.8
642,ES_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-17.5
643,EU27_2020_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-22.6
644,FI_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-10.7
645,FR_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-25.0
646,HR_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-1.7
647,HU_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-4.1
648,IE_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-20.9
649,IS_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-20.1
650,IT_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-23.7
651,LT_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-3.9
652,LU_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-31.0
653,LV_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-3.1
654,ME_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,1.3
655,MK_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-0.6
656,MT_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-19.6
657,NL_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-48.4
658,NO_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-25.6
659,PL_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-6.0
660,PT_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-5.9
661,RO_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,0.8
662,RS_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-1.2
663,SE_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-24.7
664,SI_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-6.6
665,SK_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-2.1
666,TR_EMP_PT_Y20-64_A_PC_PNT,2,2.0,1,-17.8
667,AT_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-0.4
668,BA_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,
669,BE_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.5
670,BG_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,0.4
671,CH_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.2
672,CY_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-13.5
673,CZ_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-3.4
674,DE_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.0
675,DK_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.3
676,EA20_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.2
677,EE_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,1.1
678,EL_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.5
679,ES_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-3.7
680,EU27_2020_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.0
681,FI_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-6.9
682,FR_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.0
683,HR_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,0.2
684,HU_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,1.0
685,IE_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.2
686,IS_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.0
687,IT_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.7
688,LT_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,1.2
689,LU_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-3.0
690,LV_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,1.0
691,ME_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.7
692,MK_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,0.7
693,MT_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-2.8
694,NL_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-5.0
695,NO_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-4.7
696,PL_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.1
697,PT_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-1.6
698,RO_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,0.4
699,RS_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,0.9
700,SE_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-4.7
701,SI_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-3.3
702,SK_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,-0.2
703,TR_EMP_TEMP_Y20-64_A_PC_PNT,3,2.0,1,2.7
704,AT_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-4.0
705,BA_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,
706,BE_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.6
707,BG_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-0.3
708,CH_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-7.6
709,CY_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.1
710,CZ_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.1
711,DE_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.1
712,DK_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.8
713,EA20_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-4.7
714,EE_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-0.3
715,EL_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-4.1
716,ES_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-8.5
717,EU27_2020_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.9
718,FI_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.5
719,FR_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-7.4
720,HR_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,0.2
721,HU_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.0
722,IE_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.1
723,IS_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,
724,IT_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-2.5
725,LT_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-0.8
726,LU_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.2
727,LV_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.1
728,ME_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,
729,MK_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,0.7
730,MT_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-2.7
731,NL_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-7.8
732,NO_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.6
733,PL_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.7
734,PT_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.4
735,RO_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,1.1
736,RS_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,0.9
737,SE_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-3.9
738,SI_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-1.0
739,SK_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,0.0
740,TR_UEMP_PT_Y20-64_A_PC_PNT,4,2.0,1,-0.6
741,AT_EMP_Y20-64_A_PC_PNT,1,3.0,1,8.2
742,BA_EMP_Y20-64_A_PC_PNT,1,3.0,1,
743,BE_EMP_Y20-64_A_PC_PNT,1,3.0,1,8.7
744,BG_EMP_Y20-64_A_PC_PNT,1,3.0,1,5.8
745,CH_EMP_Y20-64_A_PC_PNT,1,3.0,1,9.8
746,CY_EMP_Y20-64_A_PC_PNT,1,3.0,1,7.7
747,CZ_EMP_Y20-64_A_PC_PNT,1,3.0,1,17.5
748,DE_EMP_Y20-64_A_PC_PNT,1,3.0,1,9.0
749,DK_EMP_Y20-64_A_PC_PNT,1,3.0,1,7.4
